kind	symbol	crate	path:line	vis	doc1行	署名
struct	MemFileSystem	re-renderer	crates/viewer/re_renderer/src/file_system.rs:84	public	A [`FileSystem`] implementation backed by an hash map.	
function	create_bind_group	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:144	public	Creates a bind group that follows the global bind group layout.	(self: &Self, pools: &WgpuResourcePools, device: &Device, frame_uniform_buffer_binding: BindGroupEntry) -> GpuBindGroup
struct	FrameUniformBuffer	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:16	public	Mirrors the GPU contents of a frame-global uniform buffer.	
struct_field	view_from_world	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:17	public		Mat4x3
struct_field	projection_from_view	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:18	public		Mat4
struct_field	projection_from_world	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:19	public		Mat4
struct_field	camera_position	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:22	public	Camera position in world space.	Vec3
struct_field	pixel_world_size_from_camera_distance	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:26	public	For perspective: Multiply this with a camera distance to get a measure of how wide a pixel is in world units.	f32
struct_field	camera_forward	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:30	public	Camera direction in world space.	Vec3
struct_field	pixels_per_point	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:34	public	How many pixels there are per point.	f32
struct_field	tan_half_fov	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:38	public	`(tan(fov_y / 2) * aspect_ratio, tan(fov_y /2))`, i.e. half ratio of screen dimension to screen distance in x & y.	Vec2
struct_field	device_tier	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:41	public	`re_renderer` defined device tier.	u32
struct_field	deterministic_rendering	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:45	public	boolean (0/1): set to true for snapshot tests to minimize	u32
struct_field	framebuffer_resolution	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:48	public	Screen resolution in pixels.	Vec2RowPadded
struct	GlobalBindings	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:52	public	Global bindings which are always available on bind group 0 for all [`crate::renderer::Renderer`].	
struct_field	layout	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:53	public		GpuBindGroupLayoutHandle
function	new	re-renderer	crates/viewer/re_renderer/src/global_bindings.rs:60	public		(pools: &WgpuResourcePools, device: &Device) -> Self
function	default	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:29	default		() -> CpuModel
struct	CpuModel	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:30	public	A collection of meshes & mesh instances on the CPU.	
function	from_single_mesh	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:38	public	Creates a new [`CpuModel`] from a single [`CpuMesh`], creating a single instance with identity transform.	(mesh: CpuMesh) -> Self
function	add_mesh	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:48	public	Adds a [`CpuMesh`] to the model and returns its key.	(self: &mut Self, mesh: CpuMesh) -> CpuModelMeshKey
function	add_instance	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:53	public	Adds an instance of a mesh with the given transform, updating the model's bounding box.	(self: &mut Self, mesh_key: CpuModelMeshKey, world_from_mesh: Affine3A)
function	bbox	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:66	public	The bounding box of the model, accumulated from all instances and their transforms.	(self: &Self) -> BoundingBox
function	override_albedo_factor	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:71	public	Overrides the albedo factor on all materials of all meshes in the model.	(self: &mut Self, albedo_factor: Rgba)
function	into_gpu_meshes	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:84	public	Converts the entire model into a series of mesh instances that can be rendered.	(self: Self, ctx: &RenderContext) -> Result<Vec<GpuMeshInstance>, MeshError>
struct	CpuModelMeshKey	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	public	Key for identifying a cpu mesh in a model.	
function	clone	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	default		(self: &Self) -> CpuModelMeshKey
function	cmp	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	default		(self: &Self, other: &CpuModelMeshKey) -> Ordering
function	data	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	default		(self: &Self) -> KeyData
function	default	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	default		() -> CpuModelMeshKey
function	deserialize	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	default		(deserializer: D) -> Result<Self, Error>
function	eq	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	default		(self: &Self, other: &CpuModelMeshKey) -> bool
function	fmt	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	default		(self: &Self, f: &mut Formatter) -> Result
function	from	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	default		(k: KeyData) -> Self
function	hash	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	default		(self: &Self, state: &mut __H)
function	partial_cmp	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	default		(self: &Self, other: &CpuModelMeshKey) -> Option<Ordering>
function	serialize	re-renderer	crates/viewer/re_renderer/src/importer/cpu_model.rs:9	default		(self: &Self, serializer: S) -> Result<Ok, Error>
module	dae	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:1	public	Collada (.dae) scene loader for Rerun	
function	fmt	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:33	default		(self: &Self, f: &mut Formatter) -> Result
function	fmt	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:33	default		(self: &Self, __formatter: &mut Formatter) -> Result
function	from	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:33	default		(source: MeshError) -> Self
function	source	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:33	default		(self: &Self) -> Option<&impl/dyn>
enum	DaeImportError	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:34	public		
struct_field	0	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:36	default		Error
variant	Parser	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:36	default		tuple(1)
variant	NoVisualScene	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:39	default		unit
variant	NoTriangles	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:42	default		unit
struct_field	0	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:45	default		MeshError
variant	Mesh	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:45	default		tuple(1)
function	load_dae_from_buffer	re-renderer	crates/viewer/re_renderer/src/importer/dae.rs:48	public		(buffer: &[u8], ctx: &RenderContext) -> Result<CpuModel, DaeImportError>
module	gltf	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:1	public		
function	fmt	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:10	default		(self: &Self, f: &mut Formatter) -> Result
function	fmt	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:10	default		(self: &Self, __formatter: &mut Formatter) -> Result
function	from	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:10	default		(source: Error) -> Self
function	from	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:10	default		(source: MeshError) -> Self
function	source	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:10	default		(self: &Self) -> Option<&impl/dyn>
enum	GltfImportError	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:11	public		
struct_field	0	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:13	default		Error
variant	GltfLoading	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:13	default		tuple(1)
struct_field	0	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:16	default		MeshError
variant	MeshError	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:16	default		tuple(1)
struct_field	0	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:19	default		Format
variant	UnsupportedTextureFormat	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:19	default		tuple(1)
variant	MultipleTextureCoordinateSets	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:24	default		struct{1}
struct_field	mesh_name	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:24	default		String
variant	NoIndices	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:27	default		struct{1}
struct_field	mesh_name	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:27	default		String
variant	NoPositions	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:30	default		struct{1}
struct_field	mesh_name	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:30	default		String
variant	NoTrianglePrimitives	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:33	default		struct{1}
struct_field	mesh_name	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:33	default		String
function	load_gltf_from_buffer	re-renderer	crates/viewer/re_renderer/src/importer/gltf.rs:37	public	Loads both gltf and glb into the mesh & texture manager.	(mesh_name: &str, buffer: &[u8], ctx: &RenderContext) -> Result<CpuModel, GltfImportError>
module	importer	re-renderer	crates/viewer/re_renderer/src/importer/mod.rs:1	public		
module	obj	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:1	public		
struct_field	0	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:12	default		MeshError
variant	Mesh	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:12	default		tuple(1)
function	load_obj_from_buffer	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:17	public	Load a [Wavefront .obj file](https://en.wikipedia.org/wiki/Wavefront_.obj_file)	(buffer: &[u8], ctx: &RenderContext) -> Result<CpuModel, ObjImportError>
function	fmt	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:6	default		(self: &Self, __formatter: &mut Formatter) -> Result
function	fmt	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:6	default		(self: &Self, f: &mut Formatter) -> Result
function	from	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:6	default		(source: LoadError) -> Self
function	from	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:6	default		(source: MeshError) -> Self
function	source	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:6	default		(self: &Self) -> Option<&impl/dyn>
enum	ObjImportError	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:7	public		
struct_field	0	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:9	default		LoadError
variant	ObjLoading	re-renderer	crates/viewer/re_renderer/src/importer/obj.rs:9	default		tuple(1)
module	stl	re-renderer	crates/viewer/re_renderer/src/importer/stl.rs:1	public		
struct_field	0	re-renderer	crates/viewer/re_renderer/src/importer/stl.rs:12	default		MeshError
variant	MeshError	re-renderer	crates/viewer/re_renderer/src/importer/stl.rs:12	default		tuple(1)
function	load_stl_from_buffer	re-renderer	crates/viewer/re_renderer/src/importer/stl.rs:16	public	Load a [STL .stl file](https://en.wikipedia.org/wiki/STL_(file_format)) into the mesh manager.	(buffer: &[u8], ctx: &RenderContext) -> Result<CpuModel, StlImportError>
function	fmt	re-renderer	crates/viewer/re_renderer/src/importer/stl.rs:6	default		(self: &Self, f: &mut Formatter) -> Result
function	fmt	re-renderer	crates/viewer/re_renderer/src/importer/stl.rs:6	default		(self: &Self, __formatter: &mut Formatter) -> Result
function	from	re-renderer	crates/viewer/re_renderer/src/importer/stl.rs:6	default		(source: MeshError) -> Self
function	source	re-renderer	crates/viewer/re_renderer/src/importer/stl.rs:6	default		(self: &Self) -> Option<&impl/dyn>
enum	StlImportError	re-renderer	crates/viewer/re_renderer/src/importer/stl.rs:7	public		
struct_field	0	re-renderer	crates/viewer/re_renderer/src/importer/stl.rs:9	default		Error
variant	StlIoError	re-renderer	crates/viewer/re_renderer/src/importer/stl.rs:9	default		tuple(1)
function	fmt	re-renderer	crates/viewer/re_renderer/src/label.rs:14	default		(self: &Self, f: &mut Formatter) -> Result
function	clone	re-renderer	crates/viewer/re_renderer/src/label.rs:2	default		(self: &Self) -> Label
function	default	re-renderer	crates/viewer/re_renderer/src/label.rs:2	default		() -> Label
function	eq	re-renderer	crates/viewer/re_renderer/src/label.rs:2	default		(self: &Self, other: &Label) -> bool
function	hash	re-renderer	crates/viewer/re_renderer/src/label.rs:2	default		(self: &Self, state: &mut __H)
function	get	re-renderer	crates/viewer/re_renderer/src/label.rs:21	public		(self: &Self) -> &str
function	wgpu_label	re-renderer	crates/viewer/re_renderer/src/label.rs:28	public	Returns the label as an `Option<&str>` for use with wgpu label fields.	(self: &Self) -> Option<&str>
struct	Label	re-renderer	crates/viewer/re_renderer/src/label.rs:3	public	Label for resources.	
function	from	re-renderer	crates/viewer/re_renderer/src/label.rs:35	default		(str: &str) -> Self
function	from	re-renderer	crates/viewer/re_renderer/src/label.rs:44	default		(str: String) -> Self
function	from	re-renderer	crates/viewer/re_renderer/src/label.rs:51	default		(str: Option<&str>) -> Self
function	fmt	re-renderer	crates/viewer/re_renderer/src/label.rs:8	default		(self: &Self, f: &mut Formatter) -> Result
module	re_renderer	re-renderer	crates/viewer/re_renderer/src/lib.rs:1	public	Rerun's renderer.	
module	external	re-renderer	crates/viewer/re_renderer/src/lib.rs:134	public		
function	pad_rgb_to_rgba	re-renderer	crates/viewer/re_renderer/src/lib.rs:141	public	Pad `RGB` to `RGBA` with the given alpha.	(rgb: &[T], alpha: T) -> Vec<T>
function	is_empty	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:100	public		(self: &Self) -> bool
function	default_shape_flags	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:104	public		() -> LineStripFlags
struct	LineBatchBuilder	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:109	public		
function	drop	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:112	default		(self: &mut Self)
struct	LineDrawableBuilder	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:17	public	Builder for a vector of line strips, making it easy to create [`crate::renderer::LineDrawData`].	
struct_field	ctx	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:18	public		&RenderContext
function	world_from_obj	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:227	public	Sets the `world_from_obj` matrix for the *entire* batch.	(self: Self, world_from_obj: Affine3A) -> Self
function	outline_mask_ids	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:234	public	Sets an outline mask for every element in the batch.	(self: Self, outline_mask_ids: OutlineMaskPreference) -> Self
function	picking_object_id	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:241	public	Sets the picking object id for every element in the batch.	(self: Self, picking_object_id: PickingLayerObjectId) -> Self
function	depth_offset	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:248	public	Sets the depth offset for the entire batch.	(self: Self, depth_offset: DepthOffset) -> Self
function	triangle_cap_length_factor	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:258	public	Sets the length factor as multiple of a line's radius applied to all triangle caps in this batch.	(self: Self, triangle_cap_length_factor: f32) -> Self
function	triangle_cap_width_factor	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:268	public	Sets the width factor as multiple of a line's radius applied to all triangle caps in this batch.	(self: Self, triangle_cap_width_factor: f32) -> Self
function	add_strip	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:274	public	Adds a 3D series of line connected points.	(self: &mut Self, points: impl/dyn) -> LineStripBuilder
function	add_segment	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:289	public	Adds a single 3D line segment connecting two points.	(self: &mut Self, a: Vec3, b: Vec3) -> LineStripBuilder
function	add_segments	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:294	public	Adds a series of unconnected 3D line segments.	(self: &mut Self, segments: impl/dyn) -> LineStripBuilder
function	add_box_outline_from_transform	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:321	public	Add box outlines from a unit cube transformed by `transform`.	(self: &mut Self, transform: Affine3A) -> LineStripBuilder
function	new	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:34	public		(ctx: &RenderContext) -> Self
function	add_box_outline	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:344	public	Add box outlines.	(self: &mut Self, bbox: &BoundingBox) -> Option<LineStripBuilder>
function	add_rectangle_outline	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:402	public	Add rectangle outlines.	(self: &mut Self, top_left_corner: Vec3, extent_u: Vec3, extent_v: Vec3) -> LineStripBuilder
function	add_strip_2d	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:425	public	Adds a 2D series of line connected points.	(self: &mut Self, points: impl/dyn) -> LineStripBuilder
function	add_segment_2d	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:435	public	Adds a single 2D line segment connecting two points. Uses autogenerated depth value.	(self: &mut Self, a: Vec2, b: Vec2) -> LineStripBuilder
function	add_segments_2d	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:444	public	Adds a series of unconnected 2D line segments.	(self: &mut Self, segments: impl/dyn) -> LineStripBuilder
function	add_rectangle_outline_2d	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:457	public	Add 2D rectangle outlines.	(self: &mut Self, top_left_corner: Vec2, extent_u: Vec2, extent_v: Vec2) -> LineStripBuilder
function	add_axis_aligned_rectangle_outline_2d	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:476	public	Add 2D rectangle outlines with axis along X and Y.	(self: &mut Self, min: Vec2, max: Vec2) -> LineStripBuilder
function	reserve_strips	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:48	public	Returns number of strips that can be added without reallocation.	(self: &mut Self, num_strips: usize) -> Result<usize, CpuWriteGpuReadError>
struct	LineStripBuilder	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:490	public		
function	new_empty	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:501	public		(builder: &mut LineDrawableBuilder) -> Self
function	radius	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:513	public		(self: Self, radius: Size) -> Self
function	color	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:519	public		(self: Self, color: Color32) -> Self
function	flags	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:526	public	Adds (!) flags to the line strip.	(self: Self, flags: LineStripFlags) -> Self
function	picking_instance_id	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:532	public		(self: Self, instance_id: PickingLayerInstanceId) -> Self
function	outline_mask_ids	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:540	public	Sets an individual outline mask ids.	(self: Self, outline_mask_ids: OutlineMaskPreference) -> Self
function	drop	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:547	default		(self: &mut Self)
function	reserve_vertices	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:56	public	Returns number of vertices that can be added without reallocation.	(self: &mut Self, num_vertices: usize) -> Result<usize, CpuWriteGpuReadError>
function	radius_boost_in_ui_points_for_outlines	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:61	public	Boosts the size of the points by the given amount of ui-points for the purpose of drawing outlines.	(self: &mut Self, radius_boost_in_ui_points_for_outlines: f32)
function	enable_alpha_blending	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:76	public	Render the lines with alpha blending instead of as opaque geometry.	(self: &mut Self)
function	batch	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:81	public	Start of a new batch.	(self: &mut Self, label: impl/dyn) -> LineBatchBuilder
function	into_draw_data	re-renderer	crates/viewer/re_renderer/src/line_drawable_builder.rs:91	public	Finalizes the builder and returns a line draw data with all the lines added so far.	(self: Self) -> Result<LineDrawData, LineDrawDataError>
module	mesh	re-renderer	crates/viewer/re_renderer/src/mesh.rs:1	public		
function	fmt	re-renderer	crates/viewer/re_renderer/src/mesh.rs:137	default		(self: &Self, f: &mut Formatter) -> Result
function	fmt	re-renderer	crates/viewer/re_renderer/src/mesh.rs:137	default		(self: &Self, __formatter: &mut Formatter) -> Result
function	from	re-renderer	crates/viewer/re_renderer/src/mesh.rs:137	default		(source: CpuWriteGpuReadError) -> Self
function	source	re-renderer	crates/viewer/re_renderer/src/mesh.rs:137	default		(self: &Self) -> Option<&impl/dyn>
enum	MeshError	re-renderer	crates/viewer/re_renderer/src/mesh.rs:138	public		
variant	WrongNumberOfColors	re-renderer	crates/viewer/re_renderer/src/mesh.rs:142	default		struct{2}
struct_field	num_color	re-renderer	crates/viewer/re_renderer/src/mesh.rs:142	default		usize
struct_field	num_pos	re-renderer	crates/viewer/re_renderer/src/mesh.rs:142	default		usize
variant	WrongNumberOfNormals	re-renderer	crates/viewer/re_renderer/src/mesh.rs:147	default		struct{2}
struct_field	num_normals	re-renderer	crates/viewer/re_renderer/src/mesh.rs:147	default		usize
struct_field	num_pos	re-renderer	crates/viewer/re_renderer/src/mesh.rs:147	default		usize
module	mesh_vertices	re-renderer	crates/viewer/re_renderer/src/mesh.rs:15	public	Defines how mesh vertices are built.	
variant	WrongNumberOfTexcoord	re-renderer	crates/viewer/re_renderer/src/mesh.rs:152	default		struct{2}
struct_field	num_pos	re-renderer	crates/viewer/re_renderer/src/mesh.rs:153	default		usize
struct_field	num_texcoords	re-renderer	crates/viewer/re_renderer/src/mesh.rs:154	default		usize
variant	ZeroVertices	re-renderer	crates/viewer/re_renderer/src/mesh.rs:158	default		unit
variant	ZeroIndices	re-renderer	crates/viewer/re_renderer/src/mesh.rs:161	default		unit
struct_field	0	re-renderer	crates/viewer/re_renderer/src/mesh.rs:164	default		BoundingBox
variant	InvalidBbox	re-renderer	crates/viewer/re_renderer/src/mesh.rs:164	default		tuple(1)
variant	IndexOutOfBounds	re-renderer	crates/viewer/re_renderer/src/mesh.rs:167	default		struct{2}
struct_field	index	re-renderer	crates/viewer/re_renderer/src/mesh.rs:167	default		u32
struct_field	num_pos	re-renderer	crates/viewer/re_renderer/src/mesh.rs:167	default		usize
struct_field	0	re-renderer	crates/viewer/re_renderer/src/mesh.rs:170	default		CpuWriteGpuReadError
variant	CpuWriteGpuReadError	re-renderer	crates/viewer/re_renderer/src/mesh.rs:170	default		tuple(1)
function	clone	re-renderer	crates/viewer/re_renderer/src/mesh.rs:178	default		(self: &Self) -> Material
struct	Material	re-renderer	crates/viewer/re_renderer/src/mesh.rs:179	public		
struct_field	label	re-renderer	crates/viewer/re_renderer/src/mesh.rs:180	public		Label
struct_field	index_range	re-renderer	crates/viewer/re_renderer/src/mesh.rs:183	public	Index range within the owning [`CpuMesh`] that should be rendered with this material.	Range<u32>
struct_field	albedo	re-renderer	crates/viewer/re_renderer/src/mesh.rs:187	public	Base color texture, also known as albedo.	GpuTexture2D
struct_field	albedo_factor	re-renderer	crates/viewer/re_renderer/src/mesh.rs:190	public	Factor applied to the decoded albedo color.	Rgba
function	clone	re-renderer	crates/viewer/re_renderer/src/mesh.rs:193	default		(self: &Self) -> GpuMesh
struct	GpuMesh	re-renderer	crates/viewer/re_renderer/src/mesh.rs:194	public		
struct_field	index_buffer	re-renderer	crates/viewer/re_renderer/src/mesh.rs:197	public		Arc<DynamicResource<GpuBufferHandle, BufferDesc, Buffer>>
struct_field	vertex_buffer_combined	re-renderer	crates/viewer/re_renderer/src/mesh.rs:201	public	Buffer for all vertex data, subdivided in several sections for different vertex buffer bindings.	Arc<DynamicResource<GpuBufferHandle, BufferDesc, Buffer>>
struct_field	vertex_buffer_positions_range	re-renderer	crates/viewer/re_renderer/src/mesh.rs:202	public		Range<u64>
struct_field	vertex_buffer_colors_range	re-renderer	crates/viewer/re_renderer/src/mesh.rs:203	public		Range<u64>
struct_field	vertex_buffer_normals_range	re-renderer	crates/viewer/re_renderer/src/mesh.rs:204	public		Range<u64>
struct_field	vertex_buffer_texcoord_range	re-renderer	crates/viewer/re_renderer/src/mesh.rs:205	public		Range<u64>
struct_field	index_buffer_range	re-renderer	crates/viewer/re_renderer/src/mesh.rs:207	public		Range<u64>
function	vertex_buffer_layouts	re-renderer	crates/viewer/re_renderer/src/mesh.rs:21	public	Vertex buffer layouts describing how vertex data should be laid out.	() -> SmallVec<[VertexBufferLayout; N]>
struct_field	materials	re-renderer	crates/viewer/re_renderer/src/mesh.rs:210	public	Every mesh has at least one material.	SmallVec<[GpuMaterial; N]>
struct_field	bbox	re-renderer	crates/viewer/re_renderer/src/mesh.rs:215	public	Object space bounding box.	BoundingBox
function	gpu_byte_size	re-renderer	crates/viewer/re_renderer/src/mesh.rs:220	public	Returns the byte size this `GpuMesh` uses in total.	(self: &Self) -> u64
function	clone	re-renderer	crates/viewer/re_renderer/src/mesh.rs:225	default		(self: &Self) -> GpuMaterial
struct	GpuMaterial	re-renderer	crates/viewer/re_renderer/src/mesh.rs:226	public		
struct_field	index_range	re-renderer	crates/viewer/re_renderer/src/mesh.rs:228	public	Index range within the owning [`CpuMesh`] that should be rendered with this material.	Range<u32>
struct_field	bind_group	re-renderer	crates/viewer/re_renderer/src/mesh.rs:230	public		GpuBindGroup
struct_field	has_transparency	re-renderer	crates/viewer/re_renderer/src/mesh.rs:233	public	Whether there's any transparency in this material.	bool
function	new	re-renderer	crates/viewer/re_renderer/src/mesh.rs:271	public		(ctx: &RenderContext, data: &CpuMesh) -> Result<Self, MeshError>
function	next_free_shader_location	re-renderer	crates/viewer/re_renderer/src/mesh.rs:35	public	Next vertex attribute index that can be used for another vertex buffer.	() -> u32
function	clone	re-renderer	crates/viewer/re_renderer/src/mesh.rs:46	default		(self: &Self) -> CpuMesh
struct	CpuMesh	re-renderer	crates/viewer/re_renderer/src/mesh.rs:47	public		
struct_field	label	re-renderer	crates/viewer/re_renderer/src/mesh.rs:48	public		Label
struct_field	triangle_indices	re-renderer	crates/viewer/re_renderer/src/mesh.rs:53	public	Non-empty array of vertex triangle indices.	Vec<UVec3>
struct_field	vertex_positions	re-renderer	crates/viewer/re_renderer/src/mesh.rs:56	public	Non-empty array of vertex positions.	Vec<Vec3>
struct_field	vertex_colors	re-renderer	crates/viewer/re_renderer/src/mesh.rs:60	public	Per-vertex albedo color.	Vec<Rgba32Unmul>
struct_field	vertex_normals	re-renderer	crates/viewer/re_renderer/src/mesh.rs:64	public	Must be equal in length to [`Self::vertex_positions`].	Vec<Vec3>
struct_field	vertex_texcoords	re-renderer	crates/viewer/re_renderer/src/mesh.rs:67	public	Must be equal in length to [`Self::vertex_positions`].	Vec<Vec2>
struct_field	materials	re-renderer	crates/viewer/re_renderer/src/mesh.rs:69	public		SmallVec<[Material; N]>
struct_field	bbox	re-renderer	crates/viewer/re_renderer/src/mesh.rs:72	public	Object space bounding box.	BoundingBox
function	sanity_check	re-renderer	crates/viewer/re_renderer/src/mesh.rs:77	public		(self: &Self) -> Result<(), MeshError>
struct	PointCloudBatchBuilder	re-renderer	crates/viewer/re_renderer/src/point_cloud_builder.rs:100	public		
function	drop	re-renderer	crates/viewer/re_renderer/src/point_cloud_builder.rs:106	default		(self: &mut Self)
function	world_from_obj	re-renderer	crates/viewer/re_renderer/src/point_cloud_builder.rs:125	public	Sets the `world_from_obj` matrix for the *entire* batch.	(self: Self, world_from_obj: Affine3A) -> Self
function	object_space_bounding_box	re-renderer	crates/viewer/re_renderer/src/point_cloud_builder.rs:134	public	Provides the complete object-space bounds for the batch.	(self: Self, object_space_bounding_box: BoundingBox) -> Self
function	outline_mask_ids	re-renderer	crates/viewer/re_renderer/src/point_cloud_builder.rs:145	public	Sets an outline mask for every element in the batch.	(self: Self, outline_mask_ids: OutlineMaskPreference) -> Self
