kind	symbol	crate	path:line	vis	doc1行	署名
variant	Glow	motolii-compositor	engine/motolii-compositor/src/effects/mod.rs:34	default	内蔵 vism 第1号(裁定153 S4)。bright-pass→水平blur→垂直blur→加算合成の5パス	struct{3}
struct_field	threshold	motolii-compositor	engine/motolii-compositor/src/effects/mod.rs:36	default	輝度がこの値を超えた分だけ bright-pass が抜き出す(proof 既定 1.0)。	f32
struct_field	intensity	motolii-compositor	engine/motolii-compositor/src/effects/mod.rs:39	default	合成時に blur 結果へ掛ける係数(proof 既定 0.75、`intensity: 0.0` で	f32
struct_field	radius	motolii-compositor	engine/motolii-compositor/src/effects/mod.rs:42	default	5-tap blur のタップ間隔(texel)。`1.0` が proof の固定オフセット	f32
function	padding	motolii-compositor	engine/motolii-compositor/src/effects/mod.rs:59	public	この pass が layer 自身のテクスチャ境界の外へ出力を広げたい量(texel、	(self: &Self) -> u32
struct_field	0	motolii-compositor	engine/motolii-compositor/src/headless.rs:11	default		String
variant	NoAdapter	motolii-compositor	engine/motolii-compositor/src/headless.rs:11	default		tuple(1)
struct_field	0	motolii-compositor	engine/motolii-compositor/src/headless.rs:13	default		String
variant	InsufficientCaps	motolii-compositor	engine/motolii-compositor/src/headless.rs:13	default		tuple(1)
struct_field	0	motolii-compositor	engine/motolii-compositor/src/headless.rs:15	default		String
variant	Device	motolii-compositor	engine/motolii-compositor/src/headless.rs:15	default		tuple(1)
struct	HeadlessGpu	motolii-compositor	engine/motolii-compositor/src/headless.rs:18	public		
struct_field	adapter	motolii-compositor	engine/motolii-compositor/src/headless.rs:19	public		Adapter
struct_field	device	motolii-compositor	engine/motolii-compositor/src/headless.rs:20	public		Device
struct_field	queue	motolii-compositor	engine/motolii-compositor/src/headless.rs:21	public		Queue
function	new	motolii-compositor	engine/motolii-compositor/src/headless.rs:25	public		() -> Result<Self, HeadlessError>
function	fmt	motolii-compositor	engine/motolii-compositor/src/headless.rs:8	default		(self: &Self, __formatter: &mut Formatter) -> Result
function	fmt	motolii-compositor	engine/motolii-compositor/src/headless.rs:8	default		(self: &Self, f: &mut Formatter) -> Result
enum	HeadlessError	motolii-compositor	engine/motolii-compositor/src/headless.rs:9	public		
module	motolii_compositor	motolii-compositor	engine/motolii-compositor/src/lib.rs:1	public	wraps: re_renderer — 合成器。	
function	render_to_texture	motolii-compositor	engine/motolii-compositor/src/lib.rs:1092	public	**裁定171 v2(M4)— zero-copy GPU 出力**。[`Self::render_with_effects`]と	(self: &mut Self, comp: CompSpec, camera: ResolvedCamera, layers: &[LayerWithPasses]) -> Result<(Texture, TextureView), CompositorError>
function	clone	motolii-compositor	engine/motolii-compositor/src/lib.rs:116	default		(self: &Self) -> BlendMode
function	default	motolii-compositor	engine/motolii-compositor/src/lib.rs:116	default		() -> BlendMode
function	eq	motolii-compositor	engine/motolii-compositor/src/lib.rs:116	default		(self: &Self, other: &BlendMode) -> bool
function	fmt	motolii-compositor	engine/motolii-compositor/src/lib.rs:116	default		(self: &Self, f: &mut Formatter) -> Result
enum	BlendMode	motolii-compositor	engine/motolii-compositor/src/lib.rs:117	public	合成器が表現できる blend mode。Document 側の `motolii_store::BlendMode`(17値	
variant	Normal	motolii-compositor	engine/motolii-compositor/src/lib.rs:120	default	通常の alpha-over。`re_renderer` の transparent パイプラインの既定そのもの。	unit
variant	Add	motolii-compositor	engine/motolii-compositor/src/lib.rs:122	default	加算合成。`multiplicative_tint.a = 0` で無改造に出せる(モジュール doc 参照)。	unit
variant	Multiply	motolii-compositor	engine/motolii-compositor/src/lib.rs:124	default	`Cs · Cb`(W3C Compositing 3.6)。	unit
variant	Screen	motolii-compositor	engine/motolii-compositor/src/lib.rs:126	default	`Cs + Cb − Cs·Cb`。	unit
variant	Overlay	motolii-compositor	engine/motolii-compositor/src/lib.rs:128	default	`HardLight(Cb, Cs)`(backdrop/source を入れ替えた HardLight)。	unit
variant	Darken	motolii-compositor	engine/motolii-compositor/src/lib.rs:130	default	`min(Cb, Cs)`。	unit
variant	Lighten	motolii-compositor	engine/motolii-compositor/src/lib.rs:132	default	`max(Cb, Cs)`。	unit
variant	ColorDodge	motolii-compositor	engine/motolii-compositor/src/lib.rs:134	default	`min(1, Cb / (1 − Cs))`(境界条件は `blend` モジュール WGSL 参照)。	unit
variant	ColorBurn	motolii-compositor	engine/motolii-compositor/src/lib.rs:136	default	`1 − min(1, (1 − Cb) / Cs)`(境界条件は `blend` モジュール WGSL 参照)。	unit
function	effect_passes_created_textures	motolii-compositor	engine/motolii-compositor/src/lib.rs:1368	public	試験専用の introspection。`effect_scratch` が実際に**新規生成**した	(self: &Self) -> u64
function	sequential_submits	motolii-compositor	engine/motolii-compositor/src/lib.rs:1375	public	試験専用の introspection。[`Self::accumulate_sequential`] が `queue.submit`	(self: &Self) -> u64
variant	HardLight	motolii-compositor	engine/motolii-compositor/src/lib.rs:138	default	`cs<=0.5` で `2·Cs·Cb`、それ以外で `1 − 2·(1−Cs)·(1−Cb)`。	unit
variant	SoftLight	motolii-compositor	engine/motolii-compositor/src/lib.rs:140	default	W3C 版(Photoshop 版とは式が異なる、`blend` モジュール doc 参照)。	unit
variant	Difference	motolii-compositor	engine/motolii-compositor/src/lib.rs:142	default	`|Cb − Cs|`。	unit
variant	Exclusion	motolii-compositor	engine/motolii-compositor/src/lib.rs:144	default	`Cs + Cb − 2·Cs·Cb`。	unit
variant	Hue	motolii-compositor	engine/motolii-compositor/src/lib.rs:147	default	`SetLum(SetSat(Cs, Sat(Cb)), Lum(Cb))`(非分離、`blend` モジュール doc「非分離	unit
variant	Saturation	motolii-compositor	engine/motolii-compositor/src/lib.rs:149	default	`SetLum(SetSat(Cb, Sat(Cs)), Lum(Cb))`。	unit
variant	Color	motolii-compositor	engine/motolii-compositor/src/lib.rs:151	default	`SetLum(Cs, Lum(Cb))`。	unit
variant	Luminosity	motolii-compositor	engine/motolii-compositor/src/lib.rs:153	default	`SetLum(Cb, Lum(Cs))`。	unit
function	render_sequential	motolii-compositor	engine/motolii-compositor/src/lib.rs:1878	public	**逐次合成(accumulator)経路の薄い入口**(裁定161 BL1b、BL3 で分離可能 blend	(self: &mut Self, comp: CompSpec, camera: ResolvedCamera, layers: &[Layer]) -> Result<Vec<u8>, CompositorError>
function	matte_layer	motolii-compositor	engine/motolii-compositor/src/lib.rs:2002	public	**track matte 適用パス**(BL4)。`layer`(matte を持つ本体)と `matte_source`	(self: &mut Self, comp: CompSpec, camera: ResolvedCamera, layer: &Layer, matte_source: &Layer, mode: MatteMode) -> Result<Layer, CompositorError>
function	clone	motolii-compositor	engine/motolii-compositor/src/lib.rs:266	default		(self: &Self) -> Layer
struct	Layer	motolii-compositor	engine/motolii-compositor/src/lib.rs:267	public	1枚の layer。**空間に立つ板**であり、2D の完成フレームではない。	
struct_field	texture	motolii-compositor	engine/motolii-compositor/src/lib.rs:268	public		GpuTexture2D
struct_field	size	motolii-compositor	engine/motolii-compositor/src/lib.rs:271	public	素材の実寸(ピクセル)。板のローカル矩形は `(0,0)-(size)` で、	[f32; N]
struct_field	placement	motolii-compositor	engine/motolii-compositor/src/lib.rs:272	public		LayerPlacement
struct_field	pinned	motolii-compositor	engine/motolii-compositor/src/lib.rs:277	public	`LayerAttrs::pinned`(裁定113)。true ならカメラ(center/zoom/roll)を一切受けず	bool
struct_field	blend_mode	motolii-compositor	engine/motolii-compositor/src/lib.rs:280	public	`LayerAttrs::blend_mode` のうち、この合成器が表現できる分だけ	BlendMode
function	clone	motolii-compositor	engine/motolii-compositor/src/lib.rs:295	default		(self: &Self) -> LayerWithPasses
struct	LayerWithPasses	motolii-compositor	engine/motolii-compositor/src/lib.rs:296	public	[`Layer`] + そこへ掛ける GPU pass 列(裁定153 S2)。	
struct_field	layer	motolii-compositor	engine/motolii-compositor/src/lib.rs:297	public		Layer
struct_field	passes	motolii-compositor	engine/motolii-compositor/src/lib.rs:298	public		Vec<EffectPass>
function	fmt	motolii-compositor	engine/motolii-compositor/src/lib.rs:301	default		(self: &Self, __formatter: &mut Formatter) -> Result
function	fmt	motolii-compositor	engine/motolii-compositor/src/lib.rs:301	default		(self: &Self, f: &mut Formatter) -> Result
function	from	motolii-compositor	engine/motolii-compositor/src/lib.rs:301	default		(source: HeadlessError) -> Self
function	source	motolii-compositor	engine/motolii-compositor/src/lib.rs:301	default		(self: &Self) -> Option<&impl/dyn>
enum	CompositorError	motolii-compositor	engine/motolii-compositor/src/lib.rs:302	public		
struct_field	0	motolii-compositor	engine/motolii-compositor/src/lib.rs:304	default		HeadlessError
variant	Headless	motolii-compositor	engine/motolii-compositor/src/lib.rs:304	default		tuple(1)
struct_field	0	motolii-compositor	engine/motolii-compositor/src/lib.rs:306	default		String
variant	Context	motolii-compositor	engine/motolii-compositor/src/lib.rs:306	default		tuple(1)
struct_field	0	motolii-compositor	engine/motolii-compositor/src/lib.rs:308	default		String
variant	Rectangles	motolii-compositor	engine/motolii-compositor/src/lib.rs:308	default		tuple(1)
struct_field	0	motolii-compositor	engine/motolii-compositor/src/lib.rs:310	default		String
variant	View	motolii-compositor	engine/motolii-compositor/src/lib.rs:310	default		tuple(1)
struct_field	0	motolii-compositor	engine/motolii-compositor/src/lib.rs:312	default		String
variant	Draw	motolii-compositor	engine/motolii-compositor/src/lib.rs:312	default		tuple(1)
variant	ReadbackMissing	motolii-compositor	engine/motolii-compositor/src/lib.rs:314	default		unit
struct_field	0	motolii-compositor	engine/motolii-compositor/src/lib.rs:316	default		String
variant	Effect	motolii-compositor	engine/motolii-compositor/src/lib.rs:316	default		tuple(1)
struct_field	0	motolii-compositor	engine/motolii-compositor/src/lib.rs:321	default		BlendMode
variant	UnsupportedBlendMode	motolii-compositor	engine/motolii-compositor/src/lib.rs:321	default	[`Compositor::render`]/[`Compositor::render_with_timing`] が分離可能 blend	tuple(1)
function	clone	motolii-compositor	engine/motolii-compositor/src/lib.rs:325	default		(self: &Self) -> RenderTiming
function	default	motolii-compositor	engine/motolii-compositor/src/lib.rs:325	default		() -> RenderTiming
function	fmt	motolii-compositor	engine/motolii-compositor/src/lib.rs:325	default		(self: &Self, f: &mut Formatter) -> Result
struct	RenderTiming	motolii-compositor	engine/motolii-compositor/src/lib.rs:326	public	1フレームの内訳。どこで時間を使っているかを隠さない。	
struct_field	build_us	motolii-compositor	engine/motolii-compositor/src/lib.rs:328	public	板の組み立てと view の用意。	u128
struct_field	gpu_us	motolii-compositor	engine/motolii-compositor/src/lib.rs:330	public	GPU への提出と完了待ち。	u128
struct_field	readback_us	motolii-compositor	engine/motolii-compositor/src/lib.rs:332	public	GPU → CPU の読み戻し。**preview には本来要らない**。	u128
function	total_us	motolii-compositor	engine/motolii-compositor/src/lib.rs:336	public		(self: &Self) -> u128
struct	Compositor	motolii-compositor	engine/motolii-compositor/src/lib.rs:341	public		
function	headless	motolii-compositor	engine/motolii-compositor/src/lib.rs:375	public	窓を持たない GPU の上に合成器を建てる。**export も preview もこれ1つ**。	() -> Result<Self, CompositorError>
function	with_device	motolii-compositor	engine/motolii-compositor/src/lib.rs:407	public	外部から与えられた GPU device/queue の上に合成器を組む第二コンストラクタ	(device: Device, queue: Queue, output_format: TextureFormat, config_provider: impl/dyn) -> Result<Self, CompositorError>
function	with_device_using_headless_defaults	motolii-compositor	engine/motolii-compositor/src/lib.rs:442	public	[`Self::with_device`]の既定 config 版(裁定171 v2 M4、**additive** —	(device: Device, queue: Queue) -> Result<Self, CompositorError>
function	upload_rgba	motolii-compositor	engine/motolii-compositor/src/lib.rs:457	public	premultiplied RGBA8 を GPU へ載せる。	(self: &Self, label: &str, rgba: &[u8], width: u32, height: u32) -> Result<GpuTexture2D, CompositorError>
function	upload_yuv420p	motolii-compositor	engine/motolii-compositor/src/lib.rs:485	public	デコード直後の YUV420p(planar)をそのまま GPU へ載せる。	(self: &Self, label: &str, data: &[u8], width: u32, height: u32, color: ColorSpace) -> Result<GpuTexture2D, CompositorError>
function	render	motolii-compositor	engine/motolii-compositor/src/lib.rs:535	public	**唯一の評価経路**。RGBA8(premultiplied)を返す。	(self: &mut Self, comp: CompSpec, camera: ResolvedCamera, layers: &[Layer]) -> Result<Vec<u8>, CompositorError>
function	render_with_timing	motolii-compositor	engine/motolii-compositor/src/lib.rs:546	public	内訳つき。**どこが遅いかを隠さない**ための口で、製品経路は [`Self::render`]。	(self: &mut Self, comp: CompSpec, camera: ResolvedCamera, layers: &[Layer]) -> Result<(Vec<u8>, RenderTiming), CompositorError>
function	render_with_effects	motolii-compositor	engine/motolii-compositor/src/lib.rs:722	public	**layer 単位オフスクリーンパスの入口**(裁定153 S2、2026-08-21)。	(self: &mut Self, comp: CompSpec, camera: ResolvedCamera, layers: &[LayerWithPasses]) -> Result<Vec<u8>, CompositorError>
function	clone	motolii-compositor	engine/motolii-compositor/src/matte.rs:71	default		(self: &Self) -> MatteMode
function	eq	motolii-compositor	engine/motolii-compositor/src/matte.rs:71	default		(self: &Self, other: &MatteMode) -> bool
function	fmt	motolii-compositor	engine/motolii-compositor/src/matte.rs:71	default		(self: &Self, f: &mut Formatter) -> Result
enum	MatteMode	motolii-compositor	engine/motolii-compositor/src/matte.rs:72	public	track matte の重ね方(AE/Lottie の4値、`motolii_store::MatteMode` と1対1)。	
variant	Alpha	motolii-compositor	engine/motolii-compositor/src/matte.rs:73	default		unit
variant	InvertedAlpha	motolii-compositor	engine/motolii-compositor/src/matte.rs:74	default		unit
variant	Luma	motolii-compositor	engine/motolii-compositor/src/matte.rs:75	default		unit
variant	InvertedLuma	motolii-compositor	engine/motolii-compositor/src/matte.rs:76	default		unit
function	camera_projection	motolii-core	core/motolii-core/src/camera.rs:121	public	`comp`/`camera` から view + projection を組む。**投影の正本はここ1箇所**。	(comp: CompSpec, camera: ResolvedCamera) -> CameraProjection
function	view_matrix	motolii-core	core/motolii-core/src/camera.rs:167	public	world → view。`macaw::IsoTransform::transform_point3` と同じ規約	(self: &Self) -> Mat4
function	projection_matrix	motolii-core	core/motolii-core/src/camera.rs:171	public		(self: &Self) -> Mat4
function	camera_screen_from_world_at_z	motolii-core	core/motolii-core/src/camera.rs:190	public	固定した world z の平面に限れば、このカメラの写像は**アフィン**である	(comp: CompSpec, camera: ResolvedCamera, z: f32) -> Affine2
function	camera_screen_from_world_z0	motolii-core	core/motolii-core/src/camera.rs:217	public	[`camera_screen_from_world_at_z`] の z=0 版。pinned layer の「カメラを打ち消す」用途は	(comp: CompSpec, camera: ResolvedCamera) -> Affine2
function	clone	motolii-core	core/motolii-core/src/camera.rs:23	default		(self: &Self) -> ResolvedCamera
function	eq	motolii-core	core/motolii-core/src/camera.rs:23	default		(self: &Self, other: &ResolvedCamera) -> bool
function	fmt	motolii-core	core/motolii-core/src/camera.rs:23	default		(self: &Self, f: &mut Formatter) -> Result
struct	ResolvedCamera	motolii-core	core/motolii-core/src/camera.rs:24	public	この comp 時刻でのカメラの姿。track が無ければ既定(裁定20 と同じ扱い)。	
struct_field	center	motolii-core	core/motolii-core/src/camera.rs:27	public	comp 中心からのパン量(ピクセル、world 単位)。**絶対位置ではなくオフセット** —	[f32; N]
struct_field	zoom	motolii-core	core/motolii-core/src/camera.rs:29	public	1.0 が既定(パンなし・zoomなしの元の画角)。値が大きいほど拡大して見える。	f32
struct_field	roll_degrees	motolii-core	core/motolii-core/src/camera.rs:31	public	度・時計回り(`property::ROTATION` と同じ符号の約束)。view の前方軸まわりの回転。	f32
function	default	motolii-core	core/motolii-core/src/camera.rs:35	default		() -> Self
constant	CAMERA_BASE_VERTICAL_FOV_DEGREES	motolii-core	core/motolii-core/src/camera.rs:52	public	zoom=1 での垂直画角(度)。	
function	clone	motolii-core	core/motolii-core/src/camera.rs:55	default		(self: &Self) -> CameraProjection
function	fmt	motolii-core	core/motolii-core/src/camera.rs:55	default		(self: &Self, f: &mut Formatter) -> Result
struct	CameraProjection	motolii-core	core/motolii-core/src/camera.rs:56	public	GPU へ渡す形(view の位置・向き、投影のパラメータ)。	
struct_field	eye	motolii-core	core/motolii-core/src/camera.rs:58	public	world 空間でのカメラの位置。	Vec3
struct_field	rotation	motolii-core	core/motolii-core/src/camera.rs:60	public	world → view の回転。`macaw::IsoTransform` の `rotation` へそのまま渡せる。	Quat
struct_field	vertical_fov_radians	motolii-core	core/motolii-core/src/camera.rs:61	public		f32
struct_field	aspect_ratio	motolii-core	core/motolii-core/src/camera.rs:62	public		f32
struct_field	near_plane_distance	motolii-core	core/motolii-core/src/camera.rs:63	public		f32
function	distance_from_camera	motolii-core	core/motolii-core/src/camera.rs:80	public	world の z 平面(`LayerPlacement::z`)からカメラまでの距離。**AE と同じ符号** —	(comp: CompSpec, z: f32) -> f32
variant	Rgba8UnormSrgb	motolii-core	core/motolii-core/src/frame.rs:10	default		unit
variant	Bgra8Unorm	motolii-core	core/motolii-core/src/frame.rs:11	default		unit
function	yuv	motolii-core	core/motolii-core/src/frame.rs:111	public	YUV系(タイトパッキング)の記述子を作る。4:2:0のため偶数サイズのみ。	(width: u32, height: u32, format: PixelFormat, color_space: ColorSpace) -> Self
function	try_yuv	motolii-core	core/motolii-core/src/frame.rs:116	public		(width: u32, height: u32, format: PixelFormat, color_space: ColorSpace) -> Result<Self, FrameDescError>
variant	Rgba16Float	motolii-core	core/motolii-core/src/frame.rs:12	default		unit
variant	Rgba32Float	motolii-core	core/motolii-core/src/frame.rs:13	default		unit
function	data_size	motolii-core	core/motolii-core/src/frame.rs:139	public	フレーム全体のバイト数。	(self: &Self) -> usize
function	validate	motolii-core	core/motolii-core/src/frame.rs:148	public		(self: &Self) -> Result<(), String>
variant	Yuv420p	motolii-core	core/motolii-core/src/frame.rs:15	default	planar 4:2:0 (Y面 + U面 + V面)	unit
function	same_aspect_integer_scale	motolii-core	core/motolii-core/src/frame.rs:168	public	同一アスペクト比かつ、どちらかが他方の整数倍解像度か(Draft縮小の動画背景など)。	(self: Self, other: Self) -> bool
variant	Nv12	motolii-core	core/motolii-core/src/frame.rs:17	default	semi-planar 4:2:0 (Y面 + UVインターリーブ面)	unit
function	clone	motolii-core	core/motolii-core/src/frame.rs:191	default		(self: &Self) -> CpuFrame
function	fmt	motolii-core	core/motolii-core/src/frame.rs:191	default		(self: &Self, f: &mut Formatter) -> Result
struct	CpuFrame	motolii-core	core/motolii-core/src/frame.rs:192	public	CPU側メモリに載ったフレーム。デコード出力・書き出し入力・テストで使う。	
struct_field	desc	motolii-core	core/motolii-core/src/frame.rs:193	public		FrameDesc
struct_field	pts	motolii-core	core/motolii-core/src/frame.rs:195	public	フレームの表示時刻(素材内ローカル時刻)	RationalTime
struct_field	data	motolii-core	core/motolii-core/src/frame.rs:196	public		Vec<u8>
function	new	motolii-core	core/motolii-core/src/frame.rs:200	public		(desc: FrameDesc, pts: RationalTime, data: Vec<u8>) -> Self
function	premultiply_rgba_f32	motolii-core	core/motolii-core/src/frame.rs:209	public	Straight RGBAをpremultiplied RGBAへ変換する。	(rgba: [f32; N]) -> [f32; N]
function	premultiply_rgba_u8	motolii-core	core/motolii-core/src/frame.rs:217	public	u8 straight RGBAをpremultiplied RGBAへ変換する。テスト・CPU素材の境界用。	(rgba: [u8; N]) -> [u8; N]
function	bytes_per_pixel	motolii-core	core/motolii-core/src/frame.rs:22	public	パック系フォーマットの1ピクセルあたりバイト数。YUV系(プレーナ)はNone。	(self: &Self) -> Option<u32>
function	is_yuv	motolii-core	core/motolii-core/src/frame.rs:33	public		(self: &Self) -> bool
function	clone	motolii-core	core/motolii-core/src/frame.rs:342	default		(self: &Self) -> CompSpec
function	eq	motolii-core	core/motolii-core/src/frame.rs:342	default		(self: &Self, other: &CompSpec) -> bool
function	fmt	motolii-core	core/motolii-core/src/frame.rs:342	default		(self: &Self, f: &mut Formatter) -> Result
struct	CompSpec	motolii-core	core/motolii-core/src/frame.rs:343	public	合成の器。comp の解像度だけを持つ。	
struct_field	width	motolii-core	core/motolii-core/src/frame.rs:344	public		u32
struct_field	height	motolii-core	core/motolii-core/src/frame.rs:345	public		u32
function	clone	motolii-core	core/motolii-core/src/frame.rs:369	default		(self: &Self) -> LayerPlacement
function	eq	motolii-core	core/motolii-core/src/frame.rs:369	default		(self: &Self, other: &LayerPlacement) -> bool
function	fmt	motolii-core	core/motolii-core/src/frame.rs:369	default		(self: &Self, f: &mut Formatter) -> Result
struct	LayerPlacement	motolii-core	core/motolii-core/src/frame.rs:370	public	comp 座標(ピクセル・左上原点)での layer の置き方。	
struct_field	transform	motolii-core	core/motolii-core/src/frame.rs:372	public	レイヤ座標 → comp 座標。上の順序で組んである。	Affine2
struct_field	order	motolii-core	core/motolii-core/src/frame.rs:374	public	重ね順。大きいほど手前。上流の `re_renderer::DepthOffset` と同じ `i16`。	i16
struct_field	opacity	motolii-core	core/motolii-core/src/frame.rs:376	public	0.0〜1.0。	f32
struct_field	z	motolii-core	core/motolii-core/src/frame.rs:381	public	`position.z`(裁定113/116)。**世界は1つ・全員 z=0 既定**。単位はピクセルと同じ	f32
function	default	motolii-core	core/motolii-core/src/frame.rs:385	default		() -> Self
function	clone	motolii-core	core/motolii-core/src/frame.rs:39	default		(self: &Self) -> ColorSpace
function	deserialize	motolii-core	core/motolii-core/src/frame.rs:39	default		(__deserializer: __D) -> Result<Self, Error>
function	eq	motolii-core	core/motolii-core/src/frame.rs:39	default		(self: &Self, other: &ColorSpace) -> bool
function	fmt	motolii-core	core/motolii-core/src/frame.rs:39	default		(self: &Self, f: &mut Formatter) -> Result
function	hash	motolii-core	core/motolii-core/src/frame.rs:39	default		(self: &Self, state: &mut __H)
function	serialize	motolii-core	core/motolii-core/src/frame.rs:39	default		(self: &Self, __serializer: __S) -> Result<Ok, Error>
enum	ColorSpace	motolii-core	core/motolii-core/src/frame.rs:40	public	色空間タグ。「タグを持つ」だけでなく変換の正しさはゴールデンテストで守る(落とし穴B-3)。	
function	from_transform	motolii-core	core/motolii-core/src/frame.rs:405	public	Lottie の適用順序で行列を組む。**ここが transform の意味の正本**。	(anchor: [f32; N], position: [f32; N], scale: [f32; N], rotation_degrees: f32, skew_degrees: f32, skew_axis_degrees: f32) -> Affine2
variant	LinearRgb	motolii-core	core/motolii-core/src/frame.rs:42	default	リニアRGB。precise_color時の合成空間の受け皿(M2E-18)。v1合成はsRGB空間ブレンド(M2E-13③)	unit
variant	Srgb	motolii-core	core/motolii-core/src/frame.rs:44	default	sRGB伝達関数つきRGB	unit
variant	Rec709Limited	motolii-core	core/motolii-core/src/frame.rs:46	default	BT.709 limited range (16-235)。動画デコード出力の既定	unit
variant	Rec709Full	motolii-core	core/motolii-core/src/frame.rs:48	default	BT.709 full range (0-255)	unit
variant	Rec601Limited	motolii-core	core/motolii-core/src/frame.rs:50	default	BT.601 limited range(SD素材・古い素材)	unit
function	clone	motolii-core	core/motolii-core/src/frame.rs:55	default		(self: &Self) -> FrameDesc
function	deserialize	motolii-core	core/motolii-core/src/frame.rs:55	default		(__deserializer: __D) -> Result<Self, Error>
function	eq	motolii-core	core/motolii-core/src/frame.rs:55	default		(self: &Self, other: &FrameDesc) -> bool
function	fmt	motolii-core	core/motolii-core/src/frame.rs:55	default		(self: &Self, f: &mut Formatter) -> Result
function	hash	motolii-core	core/motolii-core/src/frame.rs:55	default		(self: &Self, state: &mut __H)
function	serialize	motolii-core	core/motolii-core/src/frame.rs:55	default		(self: &Self, __serializer: __S) -> Result<Ok, Error>
struct	FrameDesc	motolii-core	core/motolii-core/src/frame.rs:56	public	プラグイン/クレート間で受け渡すフレームの記述子。	
struct_field	width	motolii-core	core/motolii-core/src/frame.rs:57	public		u32
struct_field	height	motolii-core	core/motolii-core/src/frame.rs:58	public		u32
struct_field	stride	motolii-core	core/motolii-core/src/frame.rs:60	public	行バイト数(パック系のみ意味を持つ。YUV系は各プレーンがタイトパッキング前提)	u32
struct_field	format	motolii-core	core/motolii-core/src/frame.rs:61	public		PixelFormat
struct_field	color_space	motolii-core	core/motolii-core/src/frame.rs:62	public		ColorSpace
struct_field	premultiplied	motolii-core	core/motolii-core/src/frame.rs:64	public	アルファがプリマルチプライ済みか(取り違えは黒フリンジとして出る)	bool
function	clone	motolii-core	core/motolii-core/src/frame.rs:67	default		(self: &Self) -> FrameDescError
function	eq	motolii-core	core/motolii-core/src/frame.rs:67	default		(self: &Self, other: &FrameDescError) -> bool
function	fmt	motolii-core	core/motolii-core/src/frame.rs:67	default		(self: &Self, f: &mut Formatter) -> Result
function	fmt	motolii-core	core/motolii-core/src/frame.rs:67	default		(self: &Self, __formatter: &mut Formatter) -> Result
enum	FrameDescError	motolii-core	core/motolii-core/src/frame.rs:68	public		
function	clone	motolii-core	core/motolii-core/src/frame.rs:7	default		(self: &Self) -> PixelFormat
function	deserialize	motolii-core	core/motolii-core/src/frame.rs:7	default		(__deserializer: __D) -> Result<Self, Error>
function	eq	motolii-core	core/motolii-core/src/frame.rs:7	default		(self: &Self, other: &PixelFormat) -> bool
function	fmt	motolii-core	core/motolii-core/src/frame.rs:7	default		(self: &Self, f: &mut Formatter) -> Result
function	hash	motolii-core	core/motolii-core/src/frame.rs:7	default		(self: &Self, state: &mut __H)
function	serialize	motolii-core	core/motolii-core/src/frame.rs:7	default		(self: &Self, __serializer: __S) -> Result<Ok, Error>
variant	PackedFormatRequired	motolii-core	core/motolii-core/src/frame.rs:70	default		unit
variant	YuvFormatRequired	motolii-core	core/motolii-core/src/frame.rs:72	default		unit
variant	OddDimensions	motolii-core	core/motolii-core/src/frame.rs:74	default		unit
function	packed	motolii-core	core/motolii-core/src/frame.rs:79	public	パディングなし(stride = width * bpp)のパック系記述子を作る。	(width: u32, height: u32, format: PixelFormat, color_space: ColorSpace, premultiplied: bool) -> Self
enum	PixelFormat	motolii-core	core/motolii-core/src/frame.rs:8	public	ピクセルフォーマット。パック系はwgpu::TextureFormatに1:1で対応させる前提の命名。	
variant	Rgba8Unorm	motolii-core	core/motolii-core/src/frame.rs:9	default		unit
function	try_packed	motolii-core	core/motolii-core/src/frame.rs:90	public		(width: u32, height: u32, format: PixelFormat, color_space: ColorSpace, premultiplied: bool) -> Result<Self, FrameDescError>
module	motolii_core	motolii-core	core/motolii-core/src/lib.rs:1	public	owns: 有理数フレーム時刻(`RationalTime`)と frame 記述。rerun の `TimeInt` は	
function	try_from_decimal_str	motolii-core	core/motolii-core/src/time.rs:102	public	10進秒文字列(ffprobe等)を有理数へ。入力は表示用の近似であり、	(s: &str) -> Result<Self, RationalTimeError>
function	try_to_sample_index	motolii-core	core/motolii-core/src/time.rs:150	public	等間隔サンプル添字の床と区間内補間率 `u ∈ [0,1)`。	(self: Self, rate: Fps) -> Result<(i64, f64), RationalTimeError>
function	try_to_sample_index_since	motolii-core	core/motolii-core/src/time.rs:159	public	`self - origin` を中間`RationalTime`に落とさず rate 添字を求める(S7)。	(self: Self, origin: Self, rate: Fps) -> Result<(i64, f64), RationalTimeError>
function	clone	motolii-core	core/motolii-core/src/time.rs:16	default		(self: &Self) -> RationalTime
function	fmt	motolii-core	core/motolii-core/src/time.rs:16	default		(self: &Self, f: &mut Formatter) -> Result
function	serialize	motolii-core	core/motolii-core/src/time.rs:16	default		(self: &Self, __serializer: __S) -> Result<Ok, Error>
struct	RationalTime	motolii-core	core/motolii-core/src/time.rs:17	public	有理数タイムスタンプ。秒 = num/den。	
function	try_neg	motolii-core	core/motolii-core/src/time.rs:203	public		(self: Self) -> Result<Self, RationalTimeError>
function	try_add	motolii-core	core/motolii-core/src/time.rs:207	public		(self: Self, rhs: Self) -> Result<Self, RationalTimeError>
function	clone	motolii-core	core/motolii-core/src/time.rs:22	default		(self: &Self) -> RationalTimeError
function	eq	motolii-core	core/motolii-core/src/time.rs:22	default		(self: &Self, other: &RationalTimeError) -> bool
