# Lottie の全語彙と、Motolii がそれをどう扱うかの地図。
# lottie.schema.json(上流そのまま)から機械生成した骨に、判断を書き込む。
# 状態: 採用済 / 採用予定 / 不採用 / 未判定 / 該当なし
# 採用済 の行は evidence 列に**コード中に実在する識別子**を持つ。試験が grep して確かめるので自己申告にならない。
# 採用予定 の行は unit 列に**発注単位**を持つ。束は地図の見え方の1つで、別の台帳を作らない。
# source 列: どの上流スキーマ由来か。lottie = Lottie 公式スキーマ、rive = rive-runtime の dev/defs。
# スキーマとの機械照合(the_map_covers_the_whole_schema)は source=lottie の行だけを見る。
# 試験 lottie_coverage.rs が「スキーマにあって表に無い」「表にあってスキーマに無い」を落とす。
group	object	field	title	status	note	evidence	unit	source
layers	solid-layer	ty	Type	採用済	LayerSource::Solid	Solid {		lottie
layers	text-layer	@extends	layers/visual-layer	該当なし	継承元			lottie
layers	text-layer	t	Data	採用済	テキストの中身。語彙は text 群の判断 — layer-meta が土台を敷いた `Layer:text` component は、text 束第1切片で content track・スタイル既定値・フォント参照を持つ形(`TextDocument`)へ広がった(裁定112(k) の後継)。範囲ごとの複数行(runs)はまだ持たない(次切片)	SetTextDocument	layer-meta	lottie
layers	text-layer	ty	Type	採用済	LayerSource の variant として足す(裁定19)。`LayerSource::Text`(unit variant、shape-layer/ty と同じ理由で中身を持たない)	LayerSource::Text	layer-meta	lottie
layers	unknown-layer	ty		不採用	仕様外の型を黙って通すのは再生器の規則。LayerSource は閉じた enum で、置けない素材は理由つきで拒否する(M2/M13)			lottie
layers	visual-layer	@extends	layers/layer	該当なし	継承元			lottie
layers	visual-layer	ao	Auto Orient	採用済	auto-orient。position が Vec2 単一なら定義できる。`LayerAttrs` に bool として置く(**まだ resolve は読んでいない** — 実際に向きを合わせる計算は未実装、フラグの保存/読み出しのみ)	pub auto_orient: bool	layer-meta	lottie
layers	visual-layer	bm	Blend Mode	採用済	blend mode。Lottie の 0..15 をそのまま(裁定67)。`LayerAttrs.blend_mode` → `ResolvedLayer.blend_mode` まで届く。**まだ合成器は読んでいない**(`motolii-compositor` の blend 実装待ち、Document 側の意味は解決済み)	pub blend_mode: BlendMode	layer-meta	lottie
layers	visual-layer	cl	CSS Class	不採用	SVG レンダラ用の CSS class。再生フォーマットの都合			lottie
layers	visual-layer	cp	Collapse Transform	不採用	deprecated(ct に置換済み)。同じことを言う正本が2つになる			lottie
layers	visual-layer	ct	Collapse Transform	不採用	collapse transform は再生器の都合			lottie
layers	visual-layer	ef	Effects	採用済	効果の列。GOALS 標準。拡張の口(裁定6/13)が刺さる先。layer-meta が持つのは「どの effect(plugin id 文字列)を・どの順で」だけ(`EffectInstance{id, plugin_id}` の `Vec`、id は添字ではなく安定 ID)。`en`(Enabled)と param 値(`effects/effect/*`・`effect-values/*` の10行)は別行のまま — `effect` 発注単位の仕事でここでは作っていない	SetEffects	layer-meta	lottie
layers	visual-layer	hasMask	Has Masks	不採用	masksProperties があるかどうかの複製。片方だけ書ける二重帳簿(裁定66 と同じ形)			lottie
layers	visual-layer	ks	Transform	採用済	LayerPlacement(裁定58/69)。行列を組むのは from_transform 1箇所。opacity は箱の外(裁定62)	pub fn from_transform		lottie
layers	visual-layer	ln	Layer XML ID	不採用	SVG レンダラ用の id 属性			lottie
layers	visual-layer	masksProperties	Masks	採用済	layer 内のパス切り抜き。matte(他 layer の alpha)とは別物。**`meta` とは別 component** — 同居させると素材の差し替えでマスクが消える。mask 束と一緒に着地した(型だけ作って置き場が無いと死蔵になるため)	descriptor_masks	layer-meta	lottie
layers	visual-layer	mb	Motion Blur	不採用	モーションブラーは合成器側の関心			lottie
layers	visual-layer	sy	Layer style	不採用	レイヤスタイルは効果の第二経路。ef 1本に畳む			lottie
layers	visual-layer	td	Matte Target	不採用	同上			lottie
layers	visual-layer	tg	Layer XML tag name	不採用	SVG レンダラ用の tag 名			lottie
layers	visual-layer	tp	Matte Parent	不採用	同上。暗黙隣接参照は絶対に採らない(裁定66)			lottie
layers	visual-layer	tt	Matte Mode	不採用	matte の3フィールド分割は採らず1フィールドに畳む(裁定66)			lottie
properties	base-keyframe	h	Hold	採用済	Interp::Hold	Interp::Hold		lottie
properties	base-keyframe	i	In Tangent	採用済	Interp::Bezier の x2,y2	cubic_bezier_ease		lottie
properties	base-keyframe	o	Out Tangent	採用済	Interp::Bezier の x1,y1	cubic_bezier_ease		lottie
properties	base-keyframe	t	Time	採用済	RationalTime で持つ(裁定64)	pub t: RationalTime		lottie
properties	bezier-keyframe	@extends	properties/base-keyframe	該当なし	継承元			lottie
properties	bezier-keyframe	e	End value	不採用	deprecated。正本が2つになる			lottie
properties	bezier-keyframe	s	Value	採用済	マスク形状のキー値。`Keyframe::value` がパス型を持つ。頂点数と開閉が一致する時だけ補間する(裁定96)	Path(Path)	mask	lottie
properties	bezier-property	@extends	properties/property	該当なし	継承元			lottie
properties	bezier-property	a	Animated	不採用	JSON の discriminator。Rust の enum で表す			lottie
properties	bezier-property	ix	Property Index	不採用	expression 用の番号台帳。property は名前で引く			lottie
properties	bezier-property	k	Keyframes	採用済	KeyframeTrack にそのまま載る。パス専用の機構を1つも足していない	pub struct KeyframeTrack	mask	lottie
properties	color-keyframe	@extends	properties/base-keyframe	該当なし	継承元			lottie
properties	color-keyframe	e	End value	不採用	deprecated			lottie
properties	color-keyframe	s	Value	採用済	Keyframe::value = Value::Color	Color([f64; 4])		lottie
properties	color-property	@extends	properties/property	該当なし	継承元			lottie
properties	color-property	a	Animated	不採用	JSON の discriminator			lottie
properties	color-property	ix	Property Index	不採用	番号台帳			lottie
properties	color-property	k	Keyframes	採用済	KeyframeTrack。Lottie が payload ごとに property 型を6つ作るのは JSON に直和型が無いため	pub struct KeyframeTrack		lottie
properties	easing-handle	x	X	採用済	Interp::Bezier の x1/x2。[0,1] 検証も入っている	Bezier {		lottie
properties	easing-handle	y	Y	採用済	同 y1/y2。オーバーシュート可。成分ごとに別イージングは採らない	Bezier {		lottie
properties	gradient-keyframe	@extends	properties/base-keyframe	該当なし	継承元			lottie
properties	gradient-keyframe	e	End value	不採用	deprecated、かつ gradient の平坦表現ごと採らない			lottie
properties	gradient-keyframe	s	Value	不採用	同上			lottie
properties	gradient-property	k	Gradient stops	不採用	停止列は KeyframeTrack + Value::List に載る。専用 property 型は不要			lottie
properties	gradient-property	p	Color stop count	不採用	停止数は k の長さから出る。別に持つと食い違う			lottie
properties	gradient-stops	@extends	properties/property	該当なし	継承元			lottie
properties	gradient-stops	a	Animated	不採用	JSON の discriminator			lottie
properties	gradient-stops	k	Keyframes	不採用	同上			lottie
properties	position-keyframe	@extends	properties/vector-keyframe	該当なし	継承元			lottie
properties	position-keyframe	ti	Value In Tangent	採用予定	空間ベジェ。position を Vec2 単一にしたので入る余地がある(裁定61)		motion-path	lottie
properties	position-keyframe	to	Value Out Tangent	採用予定	同上		motion-path	lottie
properties	position-property	@extends	properties/property	該当なし	継承元			lottie
properties	position-property	a	Animated	不採用	JSON の discriminator			lottie
properties	position-property	ix	Property Index	不採用	番号台帳			lottie
properties	position-property	k	Keyframes	採用済	KeyframeTrack(Value::Vec2)。x/y に割らない(裁定61)	Vec2([f64; 2])		lottie
properties	position-property	l	Length	不採用	成分数は型が持つ			lottie
properties	property	a	Animated	不採用	JSON の discriminator			lottie
properties	property	ix	Property Index	不採用	番号台帳			lottie
properties	property	sid	Slot ID	採用予定	スロット参照。値/トラック か スロット参照 かの enum にする		slot	lottie
properties	property	x	Expression	不採用	AE の JS 式。処理系を1本抱えることになり軸4に反する			lottie
properties	scalar-property	@extends	properties/property	該当なし	継承元			lottie
properties	scalar-property	a	Animated	不採用	JSON の discriminator			lottie
properties	scalar-property	ix	Property Index	不採用	番号台帳			lottie
properties	scalar-property	k	Keyframes	採用済	KeyframeTrack(Value::F64)	F64(f64)		lottie
properties	split-position	s	Split	採用済	split は variant として後で。position(Vec2)が無い時だけ split(x/y)へ落ちる	resolve_position	split-position	lottie
properties	split-position	x	X Position	採用済	split variant の X 側 track	POSITION_X	split-position	lottie
properties	split-position	y	Y Position	採用済	同 Y 側	POSITION_Y	split-position	lottie
properties	splittable-position-property	@extends	properties/position-property	該当なし	継承元			lottie
properties	splittable-position-property	@extends	properties/split-position	該当なし	継承元			lottie
properties	vector-keyframe	@extends	properties/base-keyframe	該当なし	継承元			lottie
properties	vector-keyframe	e	End value	不採用	deprecated			lottie
properties	vector-keyframe	s	Value	採用済	Keyframe::value = Value::Vec2	Vec2([f64; 2])		lottie
properties	vector-property	@extends	properties/property	該当なし	継承元			lottie
properties	vector-property	a	Animated	不採用	JSON の discriminator			lottie
properties	vector-property	k	Keyframes	採用済	KeyframeTrack	pub struct KeyframeTrack		lottie
properties	vector-property	l	Length	不採用	成分数は型が持つ			lottie
shapes	all-graphic-elements	@extends	shapes/ellipse	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/fill	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/gradient-fill	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/gradient-stroke	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/group	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/merge	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/no-style	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/offset-path	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/path	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/polystar	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/pucker-bloat	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/rectangle	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/repeater	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/rounded-corners	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/stroke	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/transform	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/trim-path	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/twist	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/zig-zag	該当なし	継承元			lottie
shapes	all-graphic-elements	@extends	shapes/unknown-shape	該当なし	継承元			lottie
shapes	base-gradient	a	Highlight Angle	不採用	AE 固有の焦点ずらし。要るなら radial の焦点1点で表す			lottie
shapes	base-gradient	e	End Point	採用済	linear なら終点、radial なら外周上の1点(= 半径を決める)	pub end: Point	shape-2	lottie
shapes	base-gradient	g	Colors	採用済	色停止列。tiny-skia の GradientStop へ落ちる。**停止点は alpha を持たない** — 不透明度の正本は shape-style.o 1本(裁定59 の形を作らない)	pub stops: Vec<GradientStop>	shape-2	lottie
shapes	base-gradient	h	Highlight Length	不採用	`a` と対の焦点ずらし			lottie
shapes	base-gradient	s	Start Point	採用済	linear なら始点、radial なら中心	pub start: Point	shape-2	lottie
shapes	base-gradient	t	Gradient Type	採用済	linear / radial の2値	pub kind: GradientType	shape-2	lottie
shapes	base-stroke	d	Dashes	採用済	第2弾。kurbo::dash が上流にある。ただし「線が引かれていく」の大半は trim-path が吸う	pub dash: Option<Dash>	shape-1	lottie
shapes	base-stroke	lc	Line Cap	採用済	butt/round/square。上流の Cap をそのまま	pub cap: LineCap	shape-1	lottie
shapes	base-stroke	lj	Line Join	採用済	miter/round/bevel。offset-path と同じ enum を共有	pub join: LineJoin	shape-1	lottie
shapes	base-stroke	ml	Miter Limit	不採用	`ml2` と同じ意味の正本が2つ。Lottie が両方持つのは互換のため			lottie
shapes	base-stroke	ml2	Miter Limit	採用済	miter limit はこの1本	pub miter_limit: f64	shape-1	lottie
shapes	base-stroke	w	Width	採用済	線幅	pub width: f64	shape-1	lottie
shapes	ellipse	@extends	shapes/shape	該当なし	継承元			lottie
shapes	ellipse	p	Position	不採用	層の position/anchor と同じことを言う。入れ子を採らない以上二重帳簿			lottie
shapes	ellipse	s	Size	採用済	パスを生成するパラメータであって素材の寸法ではない(裁定59 とは別物)	Ellipse { size: Point }	shape-1	lottie
shapes	ellipse	ty	Shape Type	採用済	第1弾。pathgeom.rs に ellipse() がある	PathSource::Ellipse	shape-1	lottie
shapes	fill	@extends	shapes/shape-style	該当なし	継承元			lottie
shapes	fill	c	Color	採用済	塗り色	&f.brush	shape-1	lottie
shapes	fill	r	Fill Rule	採用済	nonzero / evenodd。**merge を落とした分の中マドをここで賄う**	pub rule: FillRule	shape-1	lottie
shapes	fill	ty	Shape Type	採用済	第1弾。層は fill を Option で1つ持つ	pub fill: Option<Fill>	shape-1	lottie
shapes	gradient-fill	@extends	shapes/shape-style	該当なし	継承元			lottie
shapes	gradient-fill	@extends	shapes/base-gradient	該当なし	継承元			lottie
shapes	gradient-fill	r	Fill Rule	採用済	fill と同じ(Brush が直交なので型を割っていない)	pub rule: FillRule	shape-2	lottie
shapes	gradient-fill	ty	Shape Type	採用済	fill との違いは Brush 1つ。型を割ると同じ property が2箇所に生える(裁定59 の形)	Brush::Gradient	shape-2	lottie
shapes	gradient-stroke	@extends	shapes/shape-style	該当なし	継承元			lottie
shapes	gradient-stroke	@extends	shapes/base-stroke	該当なし	継承元			lottie
shapes	gradient-stroke	@extends	shapes/base-gradient	該当なし	継承元			lottie
shapes	gradient-stroke	ty	Shape Type	採用済	Brush は fill/stroke に直交なので追加費用がほぼ無い(実際、線側に増えた行は0)	fn gradient_shader	shape-2	lottie
shapes	graphic-element	@extends	helpers/visual-object	該当なし	継承元			lottie
shapes	graphic-element	bm	Blend Mode	不採用	blend は層が持つ(裁定67)。shape 単位の blend は層の中にもう1つ合成器を建てる(背骨2)			lottie
shapes	graphic-element	cl	CSS Class	不採用	SVG 再生器の都合			lottie
shapes	graphic-element	hd	Hidden	採用済	演算子スタック1段の有効/無効。層の visible とは別	pub hidden: bool	shape-1	lottie
shapes	graphic-element	ix	Property index	不採用	式から参照する索引。文字列式を採らない(D5)			lottie
shapes	graphic-element	ln	Layer XML ID	不採用	SVG 再生器の都合			lottie
shapes	graphic-element	ty	Shape Type	採用済	Rust の enum variant tag として自然に出る	pub enum OpKind	shape-1	lottie
shapes	group	@extends	shapes/graphic-element	該当なし	継承元			lottie
shapes	group	cix	Property index	不採用	式の索引			lottie
shapes	group	it	Shapes	不採用	**shape 内の入れ子を持たない**。修飾子が「同じ配列の手前の兄弟」に暗黙に効く模型は裁定66 と同型で、並べ替えが結果を黙って変える			lottie
shapes	group	np	Number Of Properties	不採用	再生器の都合の冗長な数え			lottie
shapes	group	ty	Shape Type	不採用	同上			lottie
shapes	merge	@extends	shapes/graphic-element	該当なし	継承元			lottie
shapes	merge	mm	Merge Mode	不採用	パスブーリアンは対象外(concept.md 2026-07-10)。中マドは fill-rule で賄う			lottie
shapes	merge	ty	Shape Type	不採用	同上			lottie
shapes	modifier	@extends	shapes/graphic-element	該当なし	継承元			lottie
shapes	no-style	@extends	shapes/shape-style	該当なし	継承元			lottie
shapes	no-style	ty	Shape Type	不採用	層が fill/stroke を Option で持てば None がそれ			lottie
shapes	offset-path	@extends	shapes/modifier	該当なし	継承元			lottie
shapes	offset-path	a	Amount	採用済	拡張/収縮量。pathgeom.rs offset_contour を移植	fn offset_contour	shape-2	lottie
shapes	offset-path	lj	Line Join	採用済	base-stroke と同じ enum を共有	line_join: LineJoin	shape-2	lottie
shapes	offset-path	ml	Miter Limit	採用済	同上。超過は Clipper2 既定と同じく bevel へ縮退	miter_limit * amount.abs()	shape-2	lottie
shapes	offset-path	ty	Shape Type	採用済	**v1 は閉路限定**。開路は VectorError::OpenPathOffset で、黙って恒等へ落とさない(裁定37)	OpKind::OffsetPath	shape-2	lottie
shapes	path	@extends	shapes/shape	該当なし	継承元			lottie
shapes	path	ks	Shape	採用済	**ベジェパスの正本**。pathgeom.rs の Vertex が Lottie の v/i/o と同型	PathSource::Bezier	shape-1	lottie
shapes	path	ty	Shape Type	採用済	第1弾。SVG・テキストアウトライン・primitive はすべてこの型へ落ちる	Bezier(Path)	shape-1	lottie
shapes	polystar	@extends	shapes/shape	該当なし	継承元			lottie
shapes	polystar	ir	Inner Radius	採用済	星のときだけ意味を持つ	inner_radius: f64	shape-2	lottie
shapes	polystar	is	Inner Roundness	不採用	rounded-corners と同じ見た目に2つ目の口を作る			lottie
shapes	polystar	or	Outer Radius	採用済	外半径	outer_radius: f64	shape-2	lottie
shapes	polystar	os	Outer Roundness	不採用	同上			lottie
shapes	polystar	p	Position	不採用	層の transform と repeater の anchor で賄える			lottie
shapes	polystar	pt	Points	採用済	頂点数(星なら腕の数で、頂点は2倍出る)	points: f64	shape-2	lottie
shapes	polystar	r	Rotation	不採用	層の rotation と同じ。放射状配置は repeater の transform の anchor が持つ			lottie
shapes	polystar	sy	Star Type	採用済	star / polygon の2値	star_type: StarType	shape-2	lottie
shapes	polystar	ty	Shape Type	採用済	pathgeom.rs に無いので新規(= owns: が増えた唯一の箇所)。起点は真上に固定 — polystar.r を落とした以上、起点を選ばせる口が無い	PathSource::PolyStar	shape-2	lottie
shapes	pucker-bloat	@extends	shapes/modifier	該当なし	継承元			lottie
shapes	pucker-bloat	a	Amount	採用済	**正で bloat / 負で pucker**(AE・Lottie と同じ向き)。頂点が重心へ寄りつつハンドルが逆向きへ伸びるので、角が抜けて辺が膨らむ	fn pucker_bloat_contour	shape-2	lottie
shapes	pucker-bloat	ty	Shape Type	採用済	演算子ファミリー(concept.md 2026-07-10 のコア要件)	OpKind::PuckerBloat	shape-2	lottie
shapes	rectangle	@extends	shapes/shape	該当なし	継承元			lottie
shapes	rectangle	p	Position	不採用	ellipse/p と同じ理由			lottie
shapes	rectangle	r	Rounded	不採用	rounded-corners と重なる。UI は演算子を1段積む糖衣にする			lottie
shapes	rectangle	s	Size	採用済	パスを生成するパラメータ。scale と違い線幅・角丸が伸びない	Rectangle { size: Point }	shape-1	lottie
shapes	rectangle	ty	Shape Type	採用済	第1弾。pathgeom.rs に rect() がある	PathSource::Rectangle	shape-1	lottie
shapes	repeater	@extends	shapes/modifier	該当なし	継承元			lottie
shapes	repeater	c	Copies	採用済	**第1弾**。pathgeom.rs repeater_path が実装済み	copies: f64	shape-1	lottie
shapes	repeater	m	Composite	採用済	Above/Below の重ね順	composite: Composite	shape-1	lottie
shapes	repeater	o	Offset	採用済	開始インデックスのずらし	affine_pow_real(&m, i as f64 + offset)	shape-1	lottie
shapes	repeater	tr	Transform	採用済	コピーごとの変換。**anchor を持つので放射状配置がここで成立**	transform: RepeaterTransform	shape-1	lottie
shapes	repeater	ty	Shape Type	採用済	**第1弾**。trim-path と並ぶ MV の主語彙	OpKind::Repeater	shape-1	lottie
shapes	repeater-transform	@extends	helpers/transform	該当なし	継承元			lottie
shapes	repeater-transform	eo	End Opacity	採用済	最後のコピーの不透明度。幾何ではなく合成側の重み	end_opacity: f64	shape-1	lottie
shapes	repeater-transform	so	Start Opacity	採用済	同上	start_opacity: f64	shape-1	lottie
shapes	rounded-corners	@extends	shapes/modifier	該当なし	継承元			lottie
shapes	rounded-corners	r	Radius	採用済	pathgeom.rs round_corners_contour が実装済み	OpKind::RoundedCorners { radius }	shape-1	lottie
shapes	rounded-corners	ty	Shape Type	採用済	**第1弾**。rect の r と polystar の roundness を落とした受け皿	OpKind::RoundedCorners	shape-1	lottie
shapes	shape	@extends	shapes/graphic-element	該当なし	継承元			lottie
shapes	shape	d	Direction	不採用	頂点順で表現できる。フラグと頂点順の二重帳簿になる			lottie
shapes	shape-style	@extends	shapes/graphic-element	該当なし	継承元			lottie
shapes	shape-style	o	Opacity	採用済	fill/stroke の不透明度。1.0 基準	f.opacity * weight	shape-1	lottie
shapes	stroke	@extends	shapes/shape-style	該当なし	継承元			lottie
shapes	stroke	@extends	shapes/base-stroke	該当なし	継承元			lottie
shapes	stroke	c	Color	採用済	線色	&s.brush	shape-1	lottie
shapes	stroke	ty	Shape Type	採用済	第1弾。層は stroke を Option で1つ持つ	pub stroke: Option<Stroke>	shape-1	lottie
shapes	stroke-dash	@extends	helpers/visual-object	該当なし	継承元			lottie
shapes	stroke-dash	n	Dash Type	不採用	タグ付き項目の列で並べる形は採らない。pattern + offset の2フィールドに畳む			lottie
shapes	stroke-dash	v	Length	採用済	dash pattern の1要素の長さ。種別つきの列は採らず平坦形で持つ	pub pattern: Vec<f64>	shape-2	lottie
shapes	transform	@extends	shapes/graphic-element	該当なし	継承元			lottie
shapes	transform	@extends	helpers/transform	該当なし	継承元			lottie
shapes	transform	ty	Shape Type	不採用	shape の中に第二の変換木を建てない。変換は層の transform 1つ(裁定58/69)			lottie
shapes	trim-path	@extends	shapes/modifier	該当なし	継承元			lottie
shapes	trim-path	e	End	採用済	**第1弾の筆頭**	end: f64,	shape-1	lottie
shapes	trim-path	m	Multiple	採用済	複数輪郭を個別に切るか一続きに切るか	multiple: TrimMultiple	shape-1	lottie
shapes	trim-path	o	Offset	採用済	切り出し窓の回転。ぐるぐる回る線はこれ	fn resolve_windows(start: f64, end: f64, offset: f64)	shape-1	lottie
shapes	trim-path	s	Start	採用済	**第1弾の筆頭**	start: f64,	shape-1	lottie
shapes	trim-path	ty	Shape Type	採用済	**第1弾の筆頭**。MV で最も使う。pathgeom.rs trim が実装済み	OpKind::TrimPath	shape-1	lottie
shapes	twist	@extends	shapes/modifier	該当なし	継承元			lottie
shapes	twist	a	Angle	採用済	pathgeom.rs twist_contour を移植。**度**で受ける(裁定58)	fn twist_contour	shape-3	lottie
shapes	twist	c	Center	採用済	ねじりの中心。輪郭自身の外縁でねじれがゼロになる自己正規化	v.point.sub(center)	shape-3	lottie
shapes	twist	ty	Shape Type	採用済	第3弾。中心ほど強くねじる(AE Twist と同じで半径パラメータを持たない)	OpKind::Twist	shape-3	lottie
shapes	unknown-shape	ty		不採用	未知の型を通す口は再生器の互換の都合。Motolii の enum は閉集合			lottie
shapes	zig-zag	@extends	shapes/modifier	該当なし	継承元			lottie
shapes	zig-zag	pt	Point Type	採用済	corner / smooth。constants に独立した行を持たない語彙	pub enum PointType	shape-2	lottie
shapes	zig-zag	r	Frequency	採用済	辺あたりの山数	frequency: f64	shape-2	lottie
shapes	zig-zag	s	Amplitude	採用済	山谷の振幅	amplitude: f64	shape-2	lottie
shapes	zig-zag	ty	Shape Type	採用済	pathgeom.rs zigzag_contour を移植	OpKind::ZigZag	shape-2	lottie
styles	all-layer-styles	@extends	styles/bevel-emboss-style	該当なし	継承元			lottie
styles	all-layer-styles	@extends	styles/color-overlay-style	該当なし	継承元			lottie
styles	all-layer-styles	@extends	styles/drop-shadow-style	該当なし	継承元			lottie
styles	all-layer-styles	@extends	styles/gradient-overlay-style	該当なし	継承元			lottie
styles	all-layer-styles	@extends	styles/inner-glow-style	該当なし	継承元			lottie
styles	all-layer-styles	@extends	styles/inner-shadow-style	該当なし	継承元			lottie
styles	all-layer-styles	@extends	styles/outer-glow-style	該当なし	継承元			lottie
styles	all-layer-styles	@extends	styles/satin-style	該当なし	継承元			lottie
styles	all-layer-styles	@extends	styles/stroke-style	該当なし	継承元			lottie
styles	bevel-emboss-style	@extends	styles/layer-style	該当なし	継承元			lottie
styles	bevel-emboss-style	a	Angle	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	bs	Bevel Style	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	bt	Technique	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	ga	Global Angle	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	hc	Highlight Color	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	hm	Highlight Mode	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	ho	Highlight Opacity	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	ll	Altitude	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	s	Size	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	sc	Shadow Color	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	sf	Soften	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	sm	Shadow Mode	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	so	Shadow Opacity	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	sr	Strength	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	bevel-emboss-style	ty	Type	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	color-overlay-style	@extends	styles/layer-style	該当なし	継承元			lottie
styles	color-overlay-style	bm	Blend Mode	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	color-overlay-style	c	Color	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	color-overlay-style	so	Opacity	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	color-overlay-style	ty	Type	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
